word	happy	funny	sad	lovely	exciting	angry	scary
raging	0.9595206081867218	0.8933111131191254	0.9011573940515518	0.8872122168540955	0.9707220122218132	0.7120339274406433	0.7974965572357178
unwavering	0.8474808037281036	1.007906117476523	0.8936267271637917	0.9108020067214966	0.9129800423979759	0.8624029755592346	1.0013237185776234
phantom	1.0089569389820099	0.9022423028945923	0.9836264047771692	0.9136950597167015	1.029235690832138	0.829132467508316	0.7923083901405334
reckoning	0.8865297138690948	0.9389941170811653	0.7985792756080627	0.9068628922104836	0.919174388051033	0.9702960960566998	0.8669079542160034
beggar	0.9038911312818527	0.8798606768250465	0.8286929130554199	0.8343808501958847	1.0831629931926727	0.8189202547073364	0.9036743119359016
lake	0.9159249290823936	0.9803377632051706	0.966911219060421	0.8357877135276794	1.0056994408369064	0.9464922323822975	0.9448735974729061
maniac	0.872060239315033	0.7176232933998108	0.8773682489991188	0.7882025837898254	0.9262367561459541	0.7240373492240906	0.6790459752082825
legalized	0.9093440622091293	0.8973230272531509	0.8532747328281403	0.9337512701749802	0.9320196583867073	0.9195580706000328	0.8981010019779205
unwind	0.9011714905500412	0.879447840154171	0.9191807433962822	0.8378806412220001	0.8425499200820923	0.9918418563902378	0.8951124623417854
decomposition	1.0574262700974941	0.8870844170451164	0.9388289675116539	0.9378714375197887	1.0166028402745724	0.9990219566971064	0.9474129006266594
smack	0.9221977815032005	0.7185021042823792	0.8689579665660858	0.7975608110427856	0.9642810374498367	0.8197158575057983	0.7621178328990936
encyclopedia	0.9929493283852935	0.8594815135002136	0.9885497279465199	0.9718162398785353	0.884691059589386	0.8876404315233231	0.8719194531440735
snare	0.941054817289114	0.9358721822500229	1.023424707353115	0.9363874346017838	0.9612612314522266	0.9494944289326668	0.9637684598565102
suspense	0.8877558931708336	0.771793007850647	0.8438262641429901	0.8699643909931183	0.8374826014041901	0.9711177665740252	0.7542594075202942
notary	0.943564161658287	0.9763801619410515	0.9500064700841904	0.8969634845852852	1.0276154410094023	0.9216613844037056	0.985530948266387
wreak	1.0041557103395462	0.9284789487719536	0.918548084795475	0.9443080015480518	1.0168952457606792	0.9344984292984009	0.8048821091651917
calmness	0.8339856266975403	0.8385666310787201	0.8467490524053574	0.7593497037887573	0.9317100495100021	0.8511402755975723	0.793006643652916
nag	0.8345723003149033	0.8447650372982025	0.8823212534189224	0.8617076724767685	1.0420833677053452	0.8568781614303589	0.8750343173742294
noxious	0.9195740073919296	0.8191211223602295	0.8573650270700455	0.8011822700500488	0.9484950453042984	0.8400402665138245	0.7343553006649017
disclosed	0.939036663621664	0.9439994283020496	0.9803397040814161	0.9885828886181116	1.002289516851306	0.9905743962153792	0.9780084304511547
gluttony	0.9906833954155445	0.8834446966648102	0.8347623199224472	0.9215381667017937	0.9675603695213795	0.9820927660912275	0.8829857558012009
waves	0.9431102573871613	0.9402333647012711	0.991123016923666	0.923729345202446	0.9751366339623928	0.9076781421899796	0.884948767721653
unjustifiable	0.9226059466600418	0.8428973257541656	0.7734649777412415	0.9600635059177876	0.9274356961250305	0.7388967275619507	0.8295475542545319
surrogate	0.9176853075623512	0.9166772365570068	0.9054048210382462	0.9506331160664558	1.0298188608139753	0.87990902364254	0.9219903498888016
snarling	0.9831559602171183	0.8202935755252838	0.9056553021073341	0.8516663014888763	1.0225460547953844	0.6866331398487091	0.7904223948717117
repel	0.9932527523487806	0.959054172039032	1.0614715404808521	0.9450503475964069	0.9629800617694855	0.8687286525964737	0.8902013301849365
fellas	0.7586443424224854	0.5767423212528229	0.7470323741436005	0.5854843258857727	0.8684038817882538	0.8826912865042686	0.7561439126729965
hope	0.5872964262962341	0.8820757567882538	0.6790526211261749	0.824495941400528	0.7731044292449951	0.8364188820123672	0.8289974331855774
stint	0.8317066878080368	0.9148434549570084	0.8869626745581627	0.9954567346721888	0.8771971091628075	1.0081814900040627	0.9171379283070564
blatant	0.9045664295554161	0.7181344628334045	0.6877785325050354	0.885528214275837	0.8920917212963104	0.7371160387992859	0.8040676712989807
blessed	0.5423488020896912	0.8022169470787048	0.6622849404811859	0.5804369449615479	0.7264094948768616	0.8371662050485611	0.8030286580324173
synod	0.9767695032060146	0.924493134021759	0.8880513235926628	0.9146212786436081	0.9882087847217917	0.9463349841535091	1.0064406488090754
expire	0.9108177721500397	0.9166616126894951	0.9096094965934753	0.9505987837910652	0.960249662399292	0.9156021624803543	0.9792827069759369
sabotage	0.959291972219944	0.8879930824041367	0.8862607106566429	1.00688960775733	1.0404295772314072	0.8289346694946289	0.914440855383873
abundance	0.9755741432309151	0.9522651433944702	0.9461293332278728	0.8137776255607605	0.8495075851678848	0.9455512650310993	0.8940154165029526
sally	1.0073224576190114	0.8312510848045349	0.9223938137292862	0.7796018272638321	1.0233932919800282	0.9133046716451645	0.9687620587646961
killing	0.9677108079195023	0.9647597707808018	0.9093489572405815	0.9480616040527821	1.026672352105379	0.7735015749931335	0.8679488152265549
clarity	0.9267463237047195	0.9547587409615517	0.9168878346681595	0.886298418045044	0.9363862872123718	0.9361151233315468	0.9235398471355438
clap	0.808087170124054	0.7262188196182251	0.8713554441928864	0.792388379573822	0.9371060952544212	0.7898566424846649	0.8855637237429619
grin	0.7332995533943176	0.6761849820613861	0.8314619064331055	0.7736388146877289	0.9050307720899582	0.8462346345186234	0.7927995771169662
dissonance	0.9410697296261787	0.8616127818822861	0.8701322376728058	0.8467438071966171	0.9957452360540628	0.8604754209518433	0.8995812758803368
malignant	0.9954722672700882	0.8517942130565643	0.8931610509753227	0.951899528503418	0.9595699571073055	0.8927153497934341	0.7905839383602142
dominant	0.8652438372373581	0.941362276673317	0.9035616219043732	0.9014530926942825	0.7788427770137787	0.8911292031407356	0.8323008716106415
bodyguard	0.9308624118566513	0.8678957521915436	0.8997465372085571	0.9084792286157608	1.0501493513584137	0.8137504756450653	0.9006463885307312
poise	0.8774511814117432	0.856372207403183	0.956614725291729	0.8329525142908096	0.8990879654884338	0.9464464113116264	0.8470136821269989
clue	0.8319478332996368	0.7217309474945068	0.8083945363759995	0.8335664570331573	0.8797181248664856	0.8071991205215454	0.7411524057388306
general	0.9579043090343475	0.9977023378014565	0.8879982531070709	1.0976509600877762	1.005330553278327	0.9282494485378265	0.9479620456695557
penal	0.9385745152831078	0.9691062290221453	0.8826006799936295	0.9355035722255707	0.9863090813159943	0.919687807559967	0.9044444710016251
exalted	0.875190258026123	0.8715636432170868	0.8177301287651062	0.7920576333999634	0.8973027393221855	0.9002460241317749	0.9032782167196274
elegant	0.8689076751470566	0.7615799307823181	0.8886891901493073	0.4264700412750244	0.7143665254116058	0.9727786332368851	0.9015594571828842
despicable	0.8369694799184799	0.6334972679615021	0.5578193664550781	0.7967311590909958	0.9092184901237488	0.6947149634361267	0.6818817257881165
dreading	0.6099889278411865	0.7720957249403	0.597383052110672	0.7296112179756165	0.7090596556663513	0.7049251794815063	0.639835387468338
helpless	0.7927455604076385	0.8489363789558411	0.6747358441352844	0.8360433280467987	1.0009401850402355	0.629617840051651	0.7232147455215454
cry	0.7864250838756561	0.7372810542583466	0.717278242111206	0.7698850929737091	0.9820136241614819	0.6726792752742767	0.7845149338245392
stealthily	0.987905140966177	0.9460672736167908	0.9608999714255333	0.8391865342855453	0.9701743498444557	0.9475422874093056	0.8582989722490311
starry	0.7873639762401581	0.7973211407661438	0.8339816927909851	0.5542264580726624	0.7780649662017822	0.905281774699688	0.8252381384372711
bereavement	0.8935794606804848	0.9053753763437271	0.7078806161880493	0.8396740704774857	0.9669795781373978	0.8945387601852417	0.8857177942991257
weariness	0.922328993678093	0.8578414022922516	0.8245717585086823	0.8512887805700302	1.0015609823167324	0.8096148669719696	0.9054886698722839
bait	0.9059649184346199	0.8821018934249878	0.9224414825439453	0.9392127096652985	0.9768170714378357	0.8780730217695236	0.9027346894145012
kita	0.881004199385643	0.8801903277635574	0.8341420590877533	0.8592331409454346	1.0543681383132935	0.9089927673339844	0.9385674670338631
contentious	0.8355003446340561	0.8331307023763657	0.8486029654741287	0.9349860697984695	0.749710887670517	0.657368540763855	0.817591980099678
forecast	0.9339673146605492	0.9700667690485716	0.9804575629532337	0.9452601410448551	0.897242084145546	1.0021783113479614	0.894614577293396
baptismal	0.929388128221035	0.9602748900651932	0.9542618580162525	0.8016034662723541	0.8954872563481331	1.0175298787653446	0.9299381002783775
sovereign	0.9359005391597748	0.9616937339305878	0.9036068618297577	0.9018847942352295	1.0528221130371094	0.9333935305476189	0.8930169269442558
civilization	0.9578868448734283	0.9023187980055809	0.8415303230285645	0.8632137030363083	0.9488123543560505	0.9936708528548479	0.8935189321637154
marvelous	0.6618978977203369	0.6573274731636047	0.6333699226379395	0.3270491361618042	0.5671519637107849	0.9133111387491226	0.6940358877182007
widow	0.9168616160750389	0.8838068172335625	0.7653573155403137	0.7922244668006897	1.081783153116703	0.7837160974740982	0.9385595135390759
compassionate	0.7796920239925385	0.7001557350158691	0.7227718234062195	0.7069128155708313	0.8958150744438171	0.7908791303634644	0.8295267522335052
memories	0.7891266196966171	0.796628937125206	0.7214838862419128	0.7446322739124298	0.8193692415952682	0.8590647131204605	0.816172644495964
jealousy	0.88141880184412	0.7800464332103729	0.8241079449653625	0.7938581854104996	1.0181325376033783	0.7166496515274048	0.8971213847398758
saturated	0.9459416083991528	0.8696396499872208	0.8694998472929001	0.8810661137104034	0.8654310405254364	0.8882685974240303	0.8393206149339676
noncompliance	0.9918918162584305	0.9887013472616673	0.8858829438686371	1.042264886200428	1.0517678037285805	0.9231391474604607	0.9354274198412895
harrowing	0.8371473103761673	0.7512046247720718	0.681410402059555	0.8001727014780045	0.780608594417572	0.8145265877246857	0.5228182673454285
reluctance	0.8389570713043213	0.9912518560886383	0.8610929846763611	1.0344020836055279	1.0257620923221111	0.8103243410587311	0.9779166355729103
flatter	0.8676402568817139	0.7938707917928696	0.9180948287248611	0.7277959585189819	0.9243112057447433	0.9954944960772991	0.8930328413844109
leery	0.6344896256923676	0.8457683026790619	0.8394744098186493	1.0071812197566032	0.8414328098297119	0.6524842381477356	0.6569564640522003
