word	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
accept	0	0	0	0	0	0	0	0.664
tearful	0	0	0.344	0.406	0	0.703	0	0
sur	0	0	0	0	0	0	0	0.320
confessional	0	0	0	0.225	0	0	0	0.508
pout	0.203	0	0	0	0	0	0	0
blemish	0.136	0	0.531	0.266	0	0.310	0	0
rapping	0.266	0	0	0	0	0	0	0
incomplete	0	0	0	0	0	0.250	0	0
nervousness	0	0	0	0.627	0	0	0	0
delightful	0	0.586	0	0	0.818	0	0	0.539
tryout	0	0	0	0.125	0	0	0	0
savior	0	0	0	0	0.543	0	0	0
abrupt	0	0	0	0	0	0	0.703	0
soak	0	0	0	0	0.121	0	0	0
impartial	0	0	0	0	0	0	0	0.555
buffering	0.279	0	0	0	0	0	0	0
blackness	0	0	0	0.484	0	0.375	0	0
disparity	0.547	0	0.305	0	0	0.531	0	0
fearful	0	0	0	0.766	0	0.766	0	0
workout	0	0	0	0	0.172	0	0	0
unwashed	0	0	0.602	0	0	0	0	0
antagonist	0.545	0	0	0	0	0	0	0
frankness	0	0	0	0	0	0	0	0.562
gorgeous	0	0	0	0	0.625	0	0	0
manual	0	0	0	0	0	0	0	0.367
apprehension	0	0	0	0.453	0	0	0	0
sorrowful	0	0	0	0	0	0.750	0	0
holocaust	0.712	0	0.852	0.906	0	0.953	0	0
peepul	0	0	0	0	0	0	0	0.219
beer	0	0	0	0	0.141	0	0	0
calming	0	0	0	0	0.470	0	0	0
simple	0	0	0	0	0.141	0	0	0
intimately	0	0.453	0	0.156	0.507	0	0	0
wannasleep	0.031	0	0	0	0	0	0	0
insecurities	0	0	0	0	0	0	0	0.180
gape	0	0	0	0	0	0	0.633	0
absolution	0	0	0	0	0.306	0	0	0.617
margin	0	0	0	0	0	0.125	0	0
tentang	0	0	0	0	0	0	0	0.281
destitute	0	0	0	0.455	0	0.766	0	0
astray	0	0	0	0.320	0	0	0	0
monogamy	0	0	0	0	0	0	0	0.688
manic	0	0	0	0.625	0	0	0	0
trance	0	0	0	0	0.246	0	0	0
ease	0	0	0	0	0.422	0	0	0
gradschool	0	0	0	0.062	0	0	0	0
overthemoon	0	0	0	0	0.875	0	0	0
armored	0	0	0	0.469	0	0	0	0
gage	0	0	0	0	0	0	0	0.383
prosperity	0	0	0	0	0.735	0	0	0
fervor	0.500	0	0	0	0.295	0	0	0
resplendent	0	0	0	0	0.516	0	0	0
weak	0	0	0	0	0	0.297	0	0
hallucination	0	0	0	0.484	0	0	0	0
abortion	0	0	0.656	0.641	0	0.766	0	0
inheritance	0	0.648	0	0	0.470	0	0.383	0.586
repel	0	0	0.406	0	0	0	0	0
infliction	0	0	0	0.578	0	0.562	0	0
overtired	0	0	0	0.218	0	0	0	0
hospice	0	0	0	0	0	0.688	0	0
inspirational	0	0	0	0	0.531	0	0	0
meaningful	0	0	0	0	0.391	0	0	0
dealt	0	0	0	0	0	0	0	0.344
audience	0	0.357	0	0	0	0	0	0
rejects	0.500	0	0	0.359	0	0.438	0	0
rifle	0.379	0	0	0.453	0	0	0	0
eventuality	0	0.500	0	0.141	0	0	0	0
shelters	0	0	0	0.234	0	0	0	0
antisocial	0.344	0	0.391	0.324	0	0.531	0	0
trusts	0	0	0	0	0	0	0	0.758
grammar	0	0	0	0	0	0	0	0.430
octopus	0	0	0.258	0	0	0	0	0
ailing	0	0	0	0.547	0	0.656	0	0
important	0	0	0	0	0	0	0	0.633
curse	0.688	0	0.430	0.578	0	0.608	0	0
unlucky	0.203	0	0.234	0.328	0	0.516	0	0
guarantee	0	0	0	0	0	0	0	0.711
overplayed	0.206	0	0	0	0	0	0	0
enthusiasm	0	0.711	0	0	0.742	0	0.641	0
predilection	0	0.562	0	0	0	0	0	0
paranoid	0	0	0	0.688	0	0	0	0
sweetest	0	0	0	0	0.703	0	0	0
unutterable	0	0	0	0	0	0	0.492	0
fooled	0	0	0	0	0	0.531	0	0
wintery	0	0	0	0	0.172	0	0	0
knots	0	0	0	0.188	0	0	0	0
heroine	0	0	0	0	0	0	0	0.617
reimbursement	0	0	0	0	0	0	0	0.406
pleased	0	0	0	0	0.725	0	0	0
prophetic	0	0.602	0	0	0	0	0	0
modest	0	0	0	0	0	0	0	0.570
spear	0.500	0.367	0	0.468	0	0	0	0
independence	0	0.562	0	0	0.607	0	0.242	0.547
practise	0	0.508	0	0	0	0	0	0
formality	0	0	0	0	0	0	0	0.492
enjoying	0	0.586	0	0	0.771	0	0	0.586
frowning	0.239	0	0.219	0	0	0.500	0	0
attentionseeker	0.250	0	0	0	0	0	0	0
calculation	0	0.500	0	0	0	0	0	0
justice	0	0	0	0	0	0	0	0.711
famine	0	0	0	0	0	0.812	0	0
save	0	0	0	0	0.200	0	0	0.562
overcast	0	0	0	0	0	0.375	0	0
melodrama	0.212	0	0	0	0	0.242	0	0
sweetheart	0	0.570	0	0	0.758	0.000	0	0.589
exterminate	0	0	0	0.810	0	0.736	0	0
tragedies	0	0	0	0.750	0	0	0	0
precipice	0	0	0	0.469	0	0	0	0
servile	0	0	0.484	0.344	0	0.359	0	0
foreboding	0	0.617	0	0.516	0	0	0	0
eulogistic	0	0	0	0	0	0	0	0.391
ahhh	0	0	0	0.125	0	0	0	0
bruise	0	0.289	0	0	0	0	0	0
tabulate	0	0.430	0	0	0	0	0	0
snarl	0.754	0	0.484	0	0	0	0	0
panic	0	0	0	0.750	0	0	0	0
sticky	0	0	0.438	0	0	0	0	0
aaaah	0	0	0	0.234	0	0	0	0
toocold	0	0	0	0	0	0.297	0	0
hurried	0	0.531	0	0	0	0	0	0
levee	0	0	0	0	0	0	0	0.297
lust	0	0.625	0	0	0	0	0	0
wrongdoing	0.406	0	0.406	0	0	0.422	0	0
disclaim	0.344	0	0.320	0	0	0	0	0.367
crying	0	0	0	0	0	0.781	0	0
duel	0.422	0.484	0	0.562	0	0	0	0
heartless	0	0	0	0	0	0.719	0	0
undiscovered	0	0	0	0	0	0	0.523	0
recognizable	0	0.422	0	0	0	0	0	0
spa	0	0.430	0	0	0.333	0	0.086	0.312
superman	0	0	0	0	0.312	0	0	0.500
adversary	0.545	0	0	0	0	0	0	0
buzz	0	0.594	0	0.234	0	0	0	0
composure	0	0	0	0.172	0	0	0	0
septic	0	0	0.742	0	0	0	0	0
wealth	0	0	0	0	0.422	0	0	0.430
unpaid	0.203	0	0	0	0	0.125	0	0
hives	0	0	0	0.328	0	0	0	0
stinking	0	0	0.742	0	0	0	0	0
home	0	0	0	0	0.559	0	0	0
mediator	0	0.320	0	0	0	0	0	0.609
blissful	0	0	0	0	0.879	0	0	0
suffering	0	0	0.625	0.812	0	0.844	0	0
corporation	0	0	0	0	0	0	0	0.328
snowing	0	0	0	0	0.271	0	0	0
account	0	0	0	0	0	0	0	0.523
kitten	0	0	0	0	0.364	0	0	0.461
flatulence	0	0	0.781	0	0	0	0	0
soothe	0	0	0	0	0.470	0	0	0
cogent	0	0	0	0	0	0	0	0.414
readytogo	0	0	0	0.172	0	0	0	0
sanction	0	0	0	0	0	0	0	0.406
handbook	0	0	0	0	0	0	0	0.445
collision	0.609	0	0	0	0	0	0	0
adjudicate	0	0	0	0.297	0	0	0	0
scolding	0.703	0	0	0	0	0	0	0
anarchism	0.714	0	0	0.688	0	0	0	0
rubbish	0	0	0.523	0	0	0	0	0
betrayed	0	0	0	0	0	0.848	0	0
quote	0	0.242	0	0	0	0	0.141	0
flu	0	0	0	0.375	0	0	0	0
shiver	0.281	0.367	0	0.484	0	0.291	0	0
bum	0	0	0.422	0	0	0.438	0	0
crusty	0	0	0.617	0	0	0	0	0
recesses	0	0	0	0.203	0	0	0	0
wokemeup	0.234	0	0	0	0	0	0	0
reject	0.500	0	0	0.391	0	0.547	0	0.227
confiscate	0.394	0	0	0	0	0.453	0	0
xoxo	0	0	0	0	0.634	0	0	0
fascinate	0	0	0	0	0	0	0.562	0
deceived	0.562	0	0	0	0	0	0	0
prejudiced	0	0	0.656	0.484	0	0	0	0
greatday	0	0	0	0	0.812	0	0	0
wrecked	0.633	0	0	0.703	0	0.625	0	0
luckygirl	0	0	0	0	0.576	0	0	0
wince	0.303	0	0.281	0.438	0	0.484	0	0
dolor	0	0	0	0	0	0.500	0	0
tribune	0	0	0	0	0	0	0	0.469
moan	0	0	0	0.394	0	0.484	0	0
terror	0	0	0	0.953	0	0	0	0
masks	0	0	0	0.562	0	0	0	0
roadster	0	0	0	0	0.125	0	0	0.359
coy	0	0	0	0.162	0	0	0	0
smut	0	0	0.688	0.328	0	0	0	0
disinformation	0.152	0	0	0.286	0	0	0	0
awesomeness	0	0	0	0	0.926	0	0	0
lovemaking	0	0	0	0	0.812	0	0	0.562
erased	0	0	0	0	0	0	0	0.195
mum	0	0	0	0.070	0	0	0	0
fascination	0	0	0	0	0	0	0.430	0
bleeding	0	0	0.609	0.609	0	0.673	0	0
firefly	0	0	0	0	0.227	0	0	0
hopeful	0	0.703	0	0	0.559	0	0.234	0.633
inspired	0	0	0	0	0.606	0	0.406	0.602
struggles	0	0	0	0	0	0	0	0.328
pray	0	0.547	0	0.109	0.469	0	0.180	0.516
crisis	0	0	0	0.766	0	0	0	0
prosperous	0	0	0	0	0.660	0	0	0
hazard	0	0	0	0.750	0	0	0	0
tender	0	0	0	0	0.441	0	0	0.516
fruity	0	0	0	0	0.268	0	0	0
anguish	0.500	0	0	0.703	0	0.902	0	0
durability	0	0	0	0	0	0	0	0.641
sketching	0	0	0	0	0.266	0	0	0
captive	0	0	0	0.517	0	0.576	0	0
credible	0	0	0	0	0	0	0	0.773
feces	0	0	0.844	0	0	0	0	0
info	0	0	0	0	0	0	0	0.500
stillbirth	0	0	0	0	0	0.891	0	0
inferno	0.594	0	0	0.766	0	0	0	0
bloom	0	0.617	0	0	0.500	0	0	0.531
immoral	0.591	0	0.648	0.410	0	0.578	0	0
obese	0	0	0.734	0	0	0	0	0
soready	0	0	0	0.125	0	0	0	0
daily	0	0.352	0	0	0	0	0	0
overthrow	0	0.531	0	0.547	0	0	0	0
warmth	0	0	0	0	0.530	0	0	0
bizarre	0	0	0	0	0	0	0.578	0
badness	0.536	0	0.422	0.539	0	0	0	0
repute	0	0	0	0	0	0	0	0.336
distraught	0	0	0	0	0	0.812	0	0
unwelcome	0	0	0	0	0	0.422	0	0
requiem	0	0	0	0	0	0.531	0	0
christmasbreak	0	0	0	0	0.727	0	0	0
guilt	0	0	0.383	0	0	0.750	0	0
doldrums	0	0	0	0	0	0.453	0	0
ordinance	0	0	0	0	0	0	0	0.570
admissible	0	0	0	0	0	0	0	0.508
hedonism	0	0	0	0	0.344	0	0	0
accounts	0	0	0	0	0	0	0	0.391
swig	0	0	0.266	0	0	0	0	0
vanish	0	0	0	0	0	0	0.617	0
yesss	0	0	0	0	0.797	0	0	0
vampire	0.242	0	0.414	0.625	0	0	0	0
musical	0.011	0.367	0	0	0.422	0.045	0.219	0.492
stigma	0.348	0	0.453	0.455	0	0.438	0	0
bountiful	0	0.547	0	0	0.667	0	0	0
volcano	0	0	0	0.663	0	0	0.664	0
diaper	0	0	0.617	0	0	0	0	0
revel	0	0	0	0	0.534	0	0	0
approval	0	0	0	0	0	0	0	0.758
parole	0	0.492	0	0	0	0	0	0
illegality	0.455	0	0.477	0.469	0	0	0	0
newstart	0	0	0	0	0.344	0	0	0
ecstasy	0	0.711	0	0	0.906	0	0	0
ohno	0	0	0	0.484	0	0	0	0
lovinglife	0	0	0	0	0.875	0	0	0
mistake	0	0	0	0	0	0.312	0	0
football	0	0.469	0	0	0.250	0	0	0
stuckup	0.375	0	0	0	0	0	0	0
worship	0	0.422	0	0.172	0.379	0	0	0.555
offensive	0.549	0	0.578	0	0	0	0	0
counsellor	0.059	0	0	0.094	0	0	0	0.570
moat	0	0	0	0	0	0	0	0.203
jab	0.574	0	0	0	0	0	0	0
suicide	0.521	0	0	0.879	0	0.912	0	0
suspect	0	0	0	0.516	0	0	0	0
poison	0.697	0	0.656	0.797	0	0.672	0	0
darkness	0.227	0	0	0.516	0	0.409	0	0
dishonesty	0	0	0.414	0	0	0	0	0
hypertrophy	0	0	0.422	0.594	0	0	0.328	0
heritage	0	0	0	0	0	0	0	0.547
track	0	0.375	0	0	0	0	0	0
alienate	0.485	0	0.453	0	0	0	0	0
preparatory	0	0.523	0	0	0	0	0	0
scifi	0	0	0	0	0.152	0	0	0
controversial	0.359	0	0	0	0	0	0	0
weird	0	0	0.266	0	0	0	0	0
base	0	0	0	0	0	0	0	0.430
wreck	0.578	0	0.492	0.641	0	0.453	0.742	0
positiveenergy	0	0	0	0	0.742	0	0	0
lion	0	0	0	0.484	0	0	0	0
gem	0	0	0	0	0.500	0	0	0
perspiration	0	0	0.469	0	0	0	0	0
adventures	0	0	0	0	0.391	0	0	0
encouraged	0	0	0	0	0.656	0	0	0
rejoice	0	0.562	0	0	0.812	0	0.523	0.547
evade	0.344	0	0.219	0.344	0	0	0	0
interim	0	0.375	0	0	0	0	0	0
syringe	0	0	0	0.484	0	0	0	0
pledge	0	0	0	0	0.344	0	0	0.688
kick	0.667	0	0	0	0	0	0	0
chow	0	0	0	0	0.135	0	0	0
immigrant	0	0	0	0.219	0	0	0	0
damper	0	0	0	0	0	0.500	0	0
straits	0	0	0	0.453	0	0	0	0
whimsical	0	0	0	0	0.603	0	0	0
lawlessness	0.563	0	0	0.531	0	0	0	0
approving	0	0	0	0	0	0	0	0.695
wild	0	0	0	0	0	0	0.586	0
attentionseekers	0.163	0	0	0	0	0	0	0
squirm	0	0	0.492	0	0	0	0	0
rail	0.406	0.234	0	0	0	0	0	0
insane	0.621	0	0	0.656	0	0	0	0
grenade	0	0	0	0.828	0	0	0	0
administrative	0	0	0	0	0	0	0	0.352
sneeze	0	0	0.312	0	0	0	0.477	0
captivate	0	0.633	0	0	0.656	0	0.672	0.523
infectious	0	0	0.758	0.703	0	0.483	0	0
midwife	0	0.406	0	0	0.288	0	0	0.555
dismay	0.540	0.297	0	0.484	0	0.636	0.570	0
curriculum	0.063	0	0	0	0	0	0	0
improve	0	0.453	0	0	0.364	0	0	0.492
expletive	0.672	0	0	0	0	0	0	0
clumsy	0	0	0.133	0	0	0	0	0
newcomer	0	0	0	0.141	0	0	0.352	0
unnatural	0	0	0.398	0.422	0	0	0	0
woods	0	0	0	0	0.312	0	0	0
trust	0	0.391	0	0	0	0	0	0.805
besties	0	0	0	0	0.656	0	0	0
coop	0.156	0	0.304	0	0	0	0	0
wonderment	0	0	0	0	0	0	0.625	0
villager	0	0	0	0	0	0	0	0.438
assurance	0	0.391	0	0	0	0	0	0.703
whatif	0	0	0	0.219	0	0	0	0
jolt	0	0	0	0	0	0	0.844	0
rainbows	0	0	0	0	0.609	0	0	0
claustrophobic	0	0	0	0.765	0	0	0	0
avoiding	0	0	0	0.391	0	0	0	0
sentence	0.203	0.273	0.156	0.266	0	0.234	0	0
loon	0	0	0.398	0	0	0	0	0
moorings	0	0	0	0	0	0	0	0.461
light	0	0	0	0	0.297	0	0	0
cruising	0	0	0	0	0.556	0	0	0
eventually	0	0	0	0	0	0	0	0.461
squall	0	0	0	0.406	0	0.328	0	0
drool	0	0	0.609	0	0	0	0	0
unbearable	0	0	0.484	0	0	0.830	0	0
menacing	0.735	0	0	0.672	0	0	0	0
hiking	0	0	0	0	0.283	0	0	0
infidelity	0.429	0	0.539	0.469	0	0.688	0	0
troubles	0	0	0	0	0.062	0	0	0
vetted	0	0	0	0	0	0	0	0.609
secure	0	0	0	0	0	0	0	0.688
battle	0.697	0	0	0	0	0	0	0
endorse	0	0	0	0	0	0	0	0.633
termite	0	0	0.617	0	0	0	0	0
emo	0	0	0	0	0	0.141	0	0
patron	0	0	0	0	0	0	0	0.609
meek	0	0	0	0	0	0.125	0	0
series	0	0	0	0	0	0	0	0.383
drifted	0	0	0	0	0	0.266	0	0
panicattack	0	0	0	0.774	0	0	0	0
outhouse	0	0	0.648	0	0	0	0	0
accursed	0.588	0	0	0.594	0	0.697	0	0
dickhead	0.824	0	0	0	0	0	0	0
neighbor	0	0.281	0	0	0	0	0	0.523
radon	0	0	0	0.391	0	0	0	0
president	0	0	0	0	0	0	0	0.453
eel	0	0	0	0.344	0	0	0	0
presumption	0	0.586	0	0	0	0	0	0.305
unhappy	0.364	0	0.211	0	0	0.750	0	0
dermatologist	0	0	0	0	0	0	0	0.406
stalemate	0.297	0	0.188	0	0	0	0	0
notready	0	0	0	0.281	0	0	0	0
bureaucracy	0	0	0	0	0	0	0	0.250
usurp	0.485	0	0	0	0	0	0	0
assail	0.594	0	0	0.578	0	0	0.602	0
homicidal	0.906	0	0	0.959	0	0	0	0
toothache	0	0	0	0.469	0	0	0	0
quarantine	0	0	0	0.578	0	0	0	0
encore	0	0	0	0	0	0	0	0.438
guillotine	0.591	0.398	0.617	0.859	0	0.446	0	0
criminality	0.578	0	0.641	0.642	0	0	0	0
advised	0	0	0	0	0	0	0	0.750
forbidding	0.368	0	0	0.578	0	0	0	0
relationships	0	0	0	0	0	0	0	0.641
flinch	0	0.453	0.352	0.484	0	0.281	0.742	0
shooter	0	0	0	0.722	0	0	0	0
cover	0	0	0	0	0	0	0	0.375
choices	0	0	0	0	0	0	0	0.539
angrytweet	0.812	0	0	0	0	0	0	0
reconsideration	0	0	0	0	0	0	0	0.422
nosey	0.213	0	0	0	0	0	0	0
martyr	0	0	0	0.562	0	0.556	0	0
apprehend	0	0	0	0.562	0	0	0	0
pernicious	0.576	0	0	0.516	0	0.469	0	0
mosquito	0.219	0	0.445	0	0	0	0	0
kita	0	0	0	0	0	0	0	0.297
instruct	0	0	0	0	0	0	0	0.508
satisfy	0	0	0	0	0.656	0	0	0
liking	0	0	0	0	0.562	0	0	0.609
boyfriend	0	0	0	0	0.480	0	0	0
curable	0	0	0	0	0	0	0	0.562
loneliness	0	0	0	0.344	0	0.766	0	0
onset	0	0.477	0	0	0	0	0	0
inimical	0.516	0	0	0	0	0.531	0	0
unpredictable	0	0	0	0	0	0	0.758	0
frank	0	0	0	0	0	0	0	0.477
disliking	0	0	0.305	0	0	0	0	0
cheering	0	0	0	0	0.859	0	0	0
annihilation	0.912	0	0	0.875	0	0.828	0	0
plump	0	0.359	0	0	0	0	0	0
complete	0	0	0	0	0.515	0	0	0
completion	0	0.469	0	0	0.547	0	0	0
torn	0	0	0	0	0	0.710	0	0
cross	0.561	0	0	0.203	0	0.156	0	0
testimony	0	0	0	0	0	0	0	0.586
sunset	0	0.453	0	0	0.312	0	0	0
accomplish	0	0	0	0	0.500	0	0	0
exigent	0	0.508	0.336	0.391	0	0	0.492	0
police	0	0	0	0.328	0	0	0	0.484
grin	0	0.422	0	0	0.672	0	0.336	0.391
change	0	0	0	0.198	0	0	0	0
eek	0	0	0	0.531	0	0	0	0
selfharm	0	0	0	0.656	0	0	0	0
provide	0	0	0	0	0	0	0	0.547
hurrah	0	0	0	0	0.727	0	0	0
homie	0	0	0	0	0	0	0	0.391
bovine	0	0	0.422	0	0	0	0	0
privileged	0	0	0	0	0.485	0	0	0.359
unequal	0.167	0	0.320	0.219	0	0.422	0	0
stresses	0	0	0	0.422	0	0	0	0
indemnity	0	0	0	0	0	0	0	0.445
fuckoff	0.912	0	0	0	0	0	0	0
disable	0	0	0	0.558	0	0.529	0	0
threaten	0.818	0.484	0	0.734	0	0	0	0
prospectively	0	0.570	0	0	0	0	0	0
escalate	0.569	0	0	0	0	0	0	0
ridicule	0.534	0	0.555	0	0	0.518	0	0
inform	0	0	0	0	0	0	0	0.516
claimant	0.182	0	0.180	0	0	0	0	0
courier	0	0	0	0	0	0	0	0.461
distorted	0	0	0.461	0	0	0	0	0
creature	0	0	0.430	0.340	0	0	0	0
unsatisfied	0	0	0.266	0	0	0.405	0	0
bounce	0	0	0	0	0	0	0	0.344
confusion	0.219	0	0	0.281	0	0.273	0	0
favs	0	0	0	0	0	0	0	0.398
attempt	0	0.562	0	0	0	0	0	0
missile	0	0	0	0.734	0	0	0	0
retribution	0.614	0	0	0.545	0	0.424	0	0
magnify	0	0	0	0	0	0	0	0.445
debt	0	0	0	0	0	0.391	0	0
cholera	0	0	0.680	0.750	0	0.583	0	0
prodigious	0	0	0	0	0	0	0.336	0
passwords	0	0	0	0	0	0	0	0.516
unguarded	0	0	0	0	0	0	0.477	0
constitutional	0	0	0	0	0	0	0	0.586
carcass	0	0	0.795	0.672	0	0.653	0	0
epidemic	0.406	0.445	0.594	0.776	0	0.688	0.648	0
title	0	0	0	0	0	0	0	0.469
appreciated	0	0	0	0	0.682	0	0	0
lone	0	0	0	0	0	0.446	0	0
immorality	0.382	0	0.477	0	0	0	0	0
inexcusable	0.641	0	0.484	0	0	0.379	0	0
injurious	0.609	0	0	0.641	0	0.500	0	0
discord	0.576	0	0.383	0	0	0	0	0
insure	0	0	0	0	0	0	0	0.570
magnet	0	0	0	0	0	0	0	0.367
rekindle	0	0.594	0	0.234	0.609	0	0.336	0
barbaric	0.812	0	0.719	0.859	0	0	0	0
fun	0	0.562	0	0	0.788	0	0	0
weighty	0	0	0	0.297	0	0	0	0
envy	0	0	0	0	0	0	0	0.219
court	0.199	0.492	0	0.284	0	0	0	0
confide	0	0	0	0	0	0	0	0.680
friggen	0.575	0	0	0	0	0	0	0
rejoicing	0	0.555	0	0	0.818	0	0.578	0
impure	0	0	0.422	0	0	0	0	0
unrest	0	0	0	0.391	0	0.351	0	0
orgasm	0	0.664	0	0	0.765	0	0	0
weightloss	0	0	0	0	0.362	0	0	0
grr	0.641	0	0	0	0	0	0	0
witchcraft	0.333	0	0	0.703	0	0.508	0	0
bothering	0.344	0	0	0	0	0.435	0	0
inmate	0	0	0.438	0.469	0	0	0	0
undying	0	0.359	0	0	0.250	0.250	0	0.500
estimable	0	0	0	0	0	0	0	0.430
reckoning	0	0.641	0	0	0	0	0	0
basketball	0	0.453	0	0	0.062	0	0	0
ministry	0	0	0	0	0.266	0	0	0.594
shattered	0	0	0	0	0	0.630	0	0
unimportant	0	0	0	0	0	0.288	0	0
suffocating	0	0	0.547	0.858	0	0.703	0	0
remarkable	0	0	0	0	0.516	0	0.500	0.562
aversion	0.440	0	0.438	0.283	0	0	0	0
karunia	0	0	0	0	0	0	0	0.328
supporter	0	0	0	0	0.180	0	0	0.734
raid	0.625	0	0	0.600	0	0	0.773	0
syncope	0	0	0	0.562	0	0.407	0.414	0
super	0	0	0	0	0.609	0	0	0
thanking	0	0	0	0	0.515	0	0	0
tranquility	0	0	0	0	0.679	0	0	0.594
leftout	0	0	0	0	0	0.469	0	0
boomerang	0	0.602	0	0	0	0	0	0.359
glee	0	0	0	0	0.875	0	0	0
perjury	0	0	0	0.484	0	0	0.414	0
tarantula	0	0	0	0.672	0	0	0	0
fashion	0	0	0	0	0	0	0	0.266
birch	0.135	0	0.203	0.172	0	0	0	0
depresson	0	0	0	0.422	0	0	0	0
unanticipated	0	0	0	0	0	0	0.719	0
bankrupt	0	0	0	0.375	0	0.609	0	0
lover	0	0.562	0	0	0.719	0	0	0.477
childloss	0	0	0	0	0	0.812	0	0
lush	0	0	0.188	0	0.470	0.109	0	0
civilian	0	0	0	0.062	0	0	0	0
immortality	0	0.562	0	0	0	0	0	0
buddha	0	0	0	0	0.273	0	0	0
fuming	0.812	0	0	0	0	0	0	0
intruder	0.531	0	0	0.828	0	0	0.703	0
gawk	0	0	0	0	0	0	0.477	0
partake	0	0	0	0	0	0	0	0.461
sorrow	0	0	0	0.344	0	0.844	0	0
yay	0	0	0	0	0.712	0	0	0
upheaval	0.484	0	0	0.703	0	0.453	0	0
miserably	0	0	0	0	0	0.734	0	0
shortly	0	0.484	0	0	0	0	0	0
attacking	0.865	0	0.547	0.859	0	0.531	0.648	0
starvation	0	0	0	0.719	0	0.819	0	0
disparaging	0.571	0	0.523	0	0	0.609	0	0
shot	0.672	0	0	0.734	0	0.547	0.711	0
gusset	0	0	0	0	0	0	0	0.234
coax	0	0	0	0	0	0	0	0.203
vermin	0.719	0	0.789	0.672	0	0	0	0
invocation	0	0.500	0	0	0	0	0	0.547
disturbed	0.559	0	0	0	0	0.500	0	0
excruciating	0	0	0	0.719	0	0	0	0
integrity	0	0	0	0	0	0	0	0.805
gently	0	0	0	0	0.303	0	0	0
pirate	0.344	0	0	0	0	0	0	0
animosity	0.652	0	0.484	0.469	0	0.438	0	0
witty	0	0	0	0	0.382	0	0	0
pathway	0	0	0	0	0.188	0	0	0
deepest	0	0	0	0	0	0	0	0.633
judicious	0	0	0	0	0	0	0	0.469
festival	0	0.562	0	0	0.625	0	0.266	0
monster	0	0	0	0.844	0	0	0	0
eminence	0	0	0	0	0	0	0	0.594
heartache	0	0	0	0	0	0.812	0	0
barf	0	0	0.875	0	0	0	0	0
startle	0	0	0	0.469	0	0	0.875	0
ardent	0	0.500	0	0	0.250	0	0	0
awards	0	0	0	0	0.609	0	0	0
xanax	0	0	0	0.391	0	0	0	0
cataract	0	0.289	0	0.250	0	0.188	0	0
fatality	0	0	0	0.906	0	0.766	0	0
ultimate	0	0.570	0	0	0	0.109	0	0
debauchery	0	0	0.578	0.656	0	0	0	0
buzzing	0	0	0	0	0.281	0	0	0
challenges	0	0	0	0	0	0	0	0.289
madden	0.719	0	0	0.500	0	0	0	0
antiseptic	0	0	0	0	0	0	0	0.422
communion	0	0	0	0	0.379	0	0	0.578
dire	0	0	0.453	0.578	0	0.609	0.664	0
pungent	0	0	0.719	0	0	0	0	0
disastrous	0.720	0	0	0.875	0	0.734	0	0
stressful	0	0	0	0.406	0	0	0	0
unimpeached	0	0	0	0	0	0	0	0.523
shrink	0	0	0	0.234	0	0.295	0	0
prejudicial	0.531	0	0	0	0	0	0	0
waffle	0.030	0	0	0	0	0.047	0	0
unmanageable	0	0	0.328	0	0	0	0	0
lsd	0	0	0	0	0.286	0	0	0
recipient	0	0.477	0	0	0	0	0	0
grieve	0	0	0	0.375	0	0.844	0	0
expedient	0	0	0	0	0.250	0	0	0.531
meditating	0	0	0	0	0.297	0	0	0
visionary	0	0.602	0	0	0.500	0	0	0.594
gnome	0.109	0	0.203	0.188	0	0	0	0
tas	0	0	0	0	0	0	0	0.234
live	0	0	0	0	0.406	0	0	0
immediacy	0	0	0	0	0	0	0.523	0
determination	0	0	0	0	0	0	0	0.711
happier	0	0	0	0	0.797	0	0	0
cruel	0.758	0	0.766	0.656	0	0.609	0	0
overthinker	0	0	0	0.153	0	0	0	0
apache	0	0	0	0.281	0	0	0	0
ferocious	0.894	0	0.422	0.667	0	0	0	0
criticism	0.318	0	0	0	0	0.484	0	0.234
thundering	0.625	0	0	0.625	0	0	0	0
gazette	0	0	0	0	0	0	0	0.414
communism	0.531	0	0	0.547	0	0.250	0	0
adverts	0.197	0	0	0	0	0	0	0
wack	0	0	0	0	0	0	0	0.188
readiness	0	0.695	0	0	0.473	0	0	0.547
stealthily	0	0	0	0	0	0	0.516	0
fecal	0	0	0.844	0	0	0	0	0
separatist	0.438	0	0.430	0	0	0	0	0
christmastime	0	0	0	0	0.757	0	0	0
mamma	0	0	0	0	0	0	0	0.641
proxy	0	0	0	0	0	0	0	0.320
leukemia	0.365	0	0	0.688	0	0.797	0	0
blister	0	0	0.594	0	0	0	0	0
stephanie	0	0	0	0	0	0	0	0.258
emphasize	0	0	0	0	0	0	0	0.438
flatter	0	0	0	0	0	0	0	0.297
ire	0.547	0	0	0	0	0	0	0
winnings	0	0.664	0	0	0.609	0	0	0
heavens	0	0	0	0	0.779	0	0	0.531
backbone	0.203	0	0	0	0	0	0	0.633
expecting	0	0.727	0	0	0	0	0	0
arraignment	0.203	0	0	0.450	0	0.359	0	0
inquiry	0	0.539	0	0	0	0	0	0
ghostly	0	0	0	0.754	0	0	0	0
denounce	0.652	0	0.430	0	0	0	0	0
flood	0	0	0	0.547	0	0	0	0
astonish	0	0	0	0	0	0	0.805	0
