word	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
tomb	0	0	0	0	0	0.562	0	0
fraud	0.394	0	0	0	0	0	0	0
spaz	0	0	0	0.391	0	0	0	0
fucktard	0.906	0	0	0	0	0	0	0
friendship	0	0	0	0	0.591	0	0	0.727
wot	0	0	0	0	0	0	0	0.234
ordained	0	0	0	0	0	0	0	0.641
graded	0	0	0	0.075	0	0	0	0
screwyou	0.924	0	0	0	0	0	0	0
funday	0	0	0	0	0.772	0	0	0
cue	0	0.508	0	0	0	0	0	0
religions	0	0	0	0	0	0	0	0.500
chaotic	0.576	0	0	0	0	0	0	0
spillin	0	0	0	0.328	0	0	0	0
bummer	0.139	0	0.148	0	0	0.439	0	0
splash	0	0	0	0	0	0	0.609	0
repulsive	0	0	0.805	0	0	0	0	0
scourge	0.625	0	0	0.609	0	0.641	0	0
bouquet	0	0	0	0	0.484	0	0	0.375
traitor	0.562	0	0.602	0.656	0	0.588	0	0
favorable	0	0.500	0	0	0.561	0	0.297	0.656
delivery	0	0.648	0	0	0	0	0	0
brat	0.351	0	0	0	0	0	0	0
contempt	0.672	0	0.484	0.359	0	0	0	0
jeopardy	0	0.461	0	0.578	0	0	0	0
dictatorship	0.676	0.234	0.672	0.734	0	0.509	0	0
promo	0	0	0	0	0	0	0	0.359
warned	0	0.570	0	0.359	0	0	0.336	0
predispose	0	0.477	0	0	0	0	0	0
injustice	0.500	0	0	0	0	0	0	0
idiots	0.561	0	0	0	0	0	0	0
benevolence	0	0	0	0	0.469	0	0	0.672
conspirator	0.545	0.422	0.578	0.516	0	0	0	0
myopia	0.283	0	0	0	0	0.339	0	0
shameful	0	0	0	0	0	0.609	0	0
expertise	0	0	0	0	0	0	0	0.680
communicate	0	0	0	0	0	0	0	0.664
pessimist	0	0	0	0.317	0	0.562	0	0
sage	0	0	0	0	0	0	0	0.594
wadsworth	0	0	0	0	0	0	0	0.258
responsive	0	0.531	0	0	0	0	0	0.539
robbery	0.544	0	0.555	0.800	0	0.600	0	0
prophecy	0	0.742	0	0	0	0	0	0
annoys	0.400	0	0	0	0	0	0	0
danger	0	0	0	0.802	0	0.719	0	0
omgomgomg	0	0	0	0.453	0	0	0	0
develop	0	0.508	0	0	0	0	0	0
restrict	0	0	0	0	0	0.259	0	0
crushed	0.672	0	0.352	0.812	0	0.703	0	0
fondness	0	0	0	0	0.625	0	0	0
onelove	0	0	0	0	0.606	0	0	0
failing	0.234	0.383	0	0.531	0	0.641	0	0
pity	0	0	0	0	0	0.547	0	0
corse	0	0	0	0	0	0.359	0	0
stargazing	0	0	0	0	0.625	0	0	0
dontmesswithme	0.750	0	0	0	0	0	0	0
leaf	0	0	0	0	0.065	0	0	0
roadtrip	0	0	0	0	0.344	0	0	0
ocean	0	0	0	0	0.286	0	0	0
infamous	0.338	0	0.289	0.422	0	0	0	0
subordinate	0	0	0	0.328	0	0	0	0
shoddy	0.344	0	0.469	0	0	0	0	0
passion	0	0.633	0	0	0.603	0	0	0.469
sore	0.379	0	0	0	0	0.516	0	0
letter	0	0.484	0	0	0	0	0	0
astrologer	0	0.414	0	0	0	0	0	0
emancipation	0	0.570	0	0	0.397	0	0	0
policeman	0	0	0	0.121	0	0	0	0.477
magic	0	0	0	0	0.712	0	0	0
benefactor	0	0	0	0	0	0	0	0.641
prize	0	0	0	0	0	0	0	0.562
savage	0.814	0	0	0.814	0	0	0	0
yoga	0	0	0	0	0.266	0	0	0
specter	0	0	0	0.331	0	0.344	0	0
prospective	0	0.703	0	0	0	0	0	0
abduction	0	0	0	0.700	0	0.750	0.773	0
praisegod	0	0	0	0	0.625	0	0	0
discreet	0	0.289	0	0	0	0	0	0
betrayal	0.561	0	0.617	0	0	0.734	0	0
untuk	0	0	0	0	0	0	0	0.203
grizzly	0	0	0	0.578	0	0	0	0
nurse	0	0	0	0	0	0	0	0.594
crawl	0	0	0.266	0	0	0	0	0
retrenchment	0	0	0	0.345	0	0	0	0
executor	0	0	0	0	0	0	0	0.406
peeved	0.688	0	0	0	0	0	0	0
confidential	0	0	0	0	0	0	0	0.680
parish	0	0	0	0	0	0	0	0.422
reliance	0	0.398	0	0	0	0	0	0.664
hairchalk	0	0	0	0	0	0	0	0.336
hug	0	0	0	0	0.672	0.078	0	0.523
elder	0	0	0	0	0	0	0	0.656
burden	0	0	0	0	0	0	0	0.234
coffee	0	0	0	0	0.333	0	0	0
bigot	0.603	0	0.859	0.422	0	0	0	0
discoloration	0	0	0.336	0	0	0	0	0
whirlwind	0	0	0	0.312	0	0	0	0
sweating	0	0	0	0.298	0	0	0	0
tryouts	0	0	0	0.210	0	0	0	0
shudder	0	0	0	0.578	0	0	0	0
taunt	0.562	0	0	0.375	0	0.359	0	0
unimpeachable	0	0	0	0	0	0	0	0.617
nest	0	0	0	0	0	0	0	0.398
impatient	0	0.586	0	0.224	0	0	0	0
retard	0	0	0.578	0.484	0	0.516	0	0
aching	0	0	0	0	0	0.544	0	0
shutdown	0	0	0	0.328	0	0	0	0
siren	0	0	0	0.547	0	0	0	0
attraction	0	0	0	0	0	0	0	0.492
dinosaur	0	0	0	0.453	0	0	0	0
leader	0	0	0	0	0	0	0	0.680
assassination	0.859	0	0	0.828	0	0.797	0	0
relationship	0	0	0	0	0.514	0	0	0.656
death	0.574	0.398	0.656	0.843	0	0.915	0.578	0
bombardment	0.606	0	0	0.844	0	0	0	0
mysterious	0	0.562	0	0.435	0	0	0.586	0
rhythmical	0	0	0	0	0.394	0	0.234	0
projectile	0	0	0	0.654	0	0	0	0
inhuman	0.485	0	0.672	0.625	0	0.703	0	0
sneak	0.409	0	0	0.266	0	0	0.656	0
nation	0	0	0	0	0	0	0	0.406
goodbye	0	0	0	0	0	0.375	0	0
unable	0	0	0	0	0	0.359	0	0
differently	0	0	0	0	0	0	0.297	0
beautify	0	0	0	0	0.601	0	0	0
hag	0	0	0.602	0.250	0	0	0	0
brute	0.581	0	0	0.500	0	0.391	0	0
swamp	0	0	0.570	0.297	0	0	0	0
love	0	0	0	0	0.828	0	0	0.758
rumor	0	0	0	0	0	0.188	0	0
fabulous	0	0	0	0	0.922	0	0	0
accepted	0	0	0	0	0	0	0	0.672
copycat	0.227	0	0.258	0	0	0	0	0
follow	0	0	0	0	0	0	0	0.477
fill	0	0	0	0	0	0	0	0.320
unofficial	0	0	0	0	0	0	0	0.320
toxic	0	0	0.773	0	0	0	0	0
down	0	0	0	0	0	0.281	0	0
dread	0	0.531	0	0.859	0	0	0	0
laughing	0	0	0	0	0.864	0	0	0
shove	0.672	0	0	0	0	0	0	0
running	0	0	0	0	0.258	0	0	0
asymmetry	0	0	0.133	0	0	0	0	0
sham	0.409	0	0.509	0	0	0	0	0
resigned	0	0	0	0	0	0.344	0	0
insanity	0.469	0	0.562	0.547	0	0.688	0	0
applause	0	0	0	0	0.621	0	0.406	0.539
devotional	0	0	0	0	0.359	0	0	0.633
paralyze	0	0	0	0.828	0	0	0	0
procession	0	0	0	0	0.242	0.152	0.227	0
leery	0	0	0	0	0	0	0.469	0
constitute	0	0	0	0	0	0	0	0.492
merciless	0	0	0	0.609	0	0	0	0
baboon	0	0	0.250	0	0	0	0	0
repay	0.136	0.492	0	0	0.212	0	0	0.430
university	0	0.406	0	0	0	0	0	0
awareness	0	0	0	0	0	0	0	0.609
defamation	0	0	0.484	0.484	0	0	0	0
obtainable	0	0	0	0	0.156	0	0	0
vendetta	0.812	0	0	0.703	0	0.594	0	0
sanctuary	0	0.461	0	0	0.541	0	0	0.703
dumfounder	0	0	0	0	0	0	0.695	0
adorable	0	0	0	0	0.609	0	0	0
snort	0	0	0	0	0	0.154	0	0
porn	0	0	0.703	0	0	0	0	0
dare	0	0.570	0	0	0	0	0	0.258
gasping	0	0	0	0.438	0	0	0	0
bondage	0	0	0	0.547	0	0.328	0	0
snare	0	0	0	0.391	0	0	0	0
rush	0	0	0	0.281	0	0	0	0
dislocated	0.328	0	0.375	0.438	0	0.438	0	0
openly	0	0	0	0	0	0	0	0.594
isolate	0	0	0	0	0	0.703	0	0
incident	0	0	0	0	0	0	0.477	0
swell	0	0	0	0	0	0	0	0.367
queues	0.318	0	0	0	0	0	0	0
church	0	0.312	0	0	0.242	0	0	0.492
visor	0	0.289	0	0	0	0	0.156	0
scares	0	0	0	0.660	0	0	0	0
abyss	0	0	0	0.578	0	0.594	0	0
casualty	0.594	0	0	0.719	0	0.828	0	0
immaturity	0.273	0.273	0	0	0	0	0	0
die	0	0	0	0.766	0	0.773	0	0
intestinal	0	0	0.695	0	0	0	0	0
raspberries	0	0	0	0	0.360	0	0	0
aggravation	0.672	0	0.469	0	0	0	0	0
wishmeluck	0	0	0	0.212	0	0	0	0
authorization	0	0	0	0	0	0	0	0.625
toomuchtodo	0	0	0	0.212	0	0	0	0
pervert	0.485	0	0.820	0	0	0	0	0
majesty	0	0	0	0	0	0	0	0.500
minded	0	0	0	0	0	0	0	0.516
mortgagee	0	0	0	0	0	0	0	0.359
prefer	0	0	0	0	0	0	0	0.469
darkside	0.547	0	0	0	0	0	0	0
shack	0	0	0.305	0	0	0.266	0	0
incendiary	0.533	0	0	0.625	0	0	0.656	0
snowy	0	0	0	0	0.234	0	0	0
excavation	0	0.578	0	0	0	0	0.367	0
involvement	0.152	0	0	0	0	0	0	0
privilege	0	0	0	0	0	0	0	0.414
detainee	0.409	0.414	0	0.516	0	0.438	0	0
depravity	0.516	0	0.797	0	0	0	0	0
khan	0	0	0	0.375	0	0	0	0.266
protected	0	0	0	0	0	0	0	0.703
doctrine	0	0	0	0	0	0	0	0.500
digit	0	0	0	0	0	0	0	0.438
fullness	0	0	0	0	0.394	0	0	0
pill	0	0	0	0	0	0	0	0.312
turbulence	0.483	0	0	0.562	0.045	0	0	0
morn	0	0.414	0	0	0	0	0	0
corrupting	0.672	0	0.750	0.562	0	0.565	0	0
tarnish	0	0	0.422	0	0	0.531	0	0
intermission	0	0.508	0	0	0	0	0	0
chaos	0.515	0	0	0.839	0	0.594	0	0
repellent	0.442	0	0.469	0.391	0	0	0	0
turn	0	0	0.133	0	0	0	0	0
bridesmaid	0	0	0	0	0.338	0	0	0.469
hyped	0	0	0	0.214	0	0	0	0
bribery	0	0	0.500	0	0	0	0	0
obi	0	0	0.352	0.375	0	0	0	0
hee	0	0	0	0	0.455	0	0	0
contributor	0	0	0	0	0	0	0	0.492
marriage	0	0.656	0	0	0.514	0	0	0.695
patronising	0.500	0	0	0	0	0	0	0
broken	0.359	0	0	0.531	0	0.594	0	0
challenge	0.364	0	0	0.281	0	0	0	0
connective	0	0	0	0	0	0	0	0.570
laureate	0	0	0	0	0	0	0	0.523
compress	0.219	0	0	0	0	0	0	0
foresight	0	0.617	0	0	0	0	0	0.555
bewildered	0	0	0	0.438	0	0	0.719	0
sweat	0	0	0	0.219	0	0	0	0
crude	0	0	0.508	0	0	0	0	0
humbled	0	0	0	0	0.234	0.273	0	0
dismal	0	0	0.477	0.584	0	0.562	0	0
edification	0	0.422	0	0	0.333	0	0	0.531
castrate	0.727	0	0	0	0	0	0	0
changeable	0	0.547	0	0	0	0	0.438	0
irritated	0.706	0	0	0	0	0	0	0
drown	0	0	0	0.844	0	0.641	0	0
morals	0.141	0.266	0.195	0	0.297	0	0.203	0.695
inconsequential	0	0	0	0	0	0.152	0	0
gunmen	0	0	0	0.828	0	0	0	0
restrained	0	0	0	0.594	0	0	0	0
abominate	0	0	0.680	0	0	0	0	0
intense	0.453	0	0.219	0.279	0.242	0	0.617	0.398
approaching	0	0.688	0	0	0	0	0	0
thwart	0	0	0	0	0	0	0.547	0
bunker	0	0	0	0.375	0	0	0	0
suspected	0	0	0	0.375	0	0	0	0
approve	0	0	0	0	0.453	0	0	0.680
diagnosis	0	0.602	0	0.391	0	0	0	0.484
lonely	0.109	0	0.297	0.183	0	0.656	0	0
stroll	0	0	0	0	0.156	0	0	0
murder	0.897	0	0.839	0.906	0	0.828	0.617	0
spending	0	0	0	0	0.297	0	0	0
prediction	0	0.695	0	0	0	0	0	0
encroachment	0	0	0	0.656	0	0	0	0
valium	0	0	0	0.312	0	0	0	0
larger	0	0	0.164	0	0	0	0.297	0.383
greeting	0	0	0	0	0	0	0.289	0
delirious	0	0	0	0	0	0.439	0	0
trading	0	0	0	0	0	0	0	0.422
crippling	0	0	0	0.817	0	0	0	0
stingy	0.344	0	0.398	0.219	0	0.319	0	0
imprisonment	0.688	0	0.602	0.750	0	0.672	0	0
argument	0.545	0	0	0	0	0	0	0
hassle	0.530	0	0	0	0	0	0	0
bristol	0	0	0	0	0	0	0	0.367
goodtimes	0	0	0	0	0.811	0	0	0
crocodile	0	0	0	0.700	0	0	0	0
denial	0	0	0	0	0	0	0	0.242
inattention	0.121	0	0	0	0	0	0	0
religion	0	0	0	0	0	0	0	0.469
gone	0	0	0	0	0	0.453	0	0
infinity	0	0.453	0	0	0.281	0	0	0.500
damnation	0.906	0	0	0.812	0	0.750	0	0
annihilated	0.865	0	0	0.859	0	0.828	0	0
clap	0	0.430	0	0	0.250	0	0	0.344
exuberance	0	0	0	0	0.922	0	0	0
pensive	0	0	0	0	0	0.438	0	0
concealed	0	0.367	0	0.438	0	0	0.531	0
mixedemotions	0	0	0	0	0	0.266	0	0
hit	0.667	0	0	0	0	0	0	0
sewage	0	0	0.797	0	0	0	0	0
tolerance	0	0	0	0	0	0	0	0.508
pauper	0	0	0	0	0	0.562	0	0
awful	0.409	0	0.562	0.672	0	0.641	0	0
dole	0	0	0	0	0	0.219	0	0
civilians	0	0	0	0.062	0	0	0	0
sickening	0.606	0	0.742	0.625	0	0.750	0	0
muck	0	0	0.719	0	0	0	0	0
condolence	0	0	0	0	0	0.766	0	0
indomitable	0	0	0	0.438	0	0	0	0
demonic	0.828	0	0.742	0.859	0	0.656	0	0
luster	0	0	0	0	0.469	0	0	0
cumbersome	0	0	0	0	0	0.344	0	0
structural	0	0	0	0	0	0	0	0.578
contentment	0	0	0	0	0.672	0	0	0
taboo	0	0	0.500	0.344	0	0	0	0
institute	0	0	0	0	0	0	0	0.539
sepsis	0	0	0	0.594	0	0.611	0	0
chronic	0	0	0	0	0	0.500	0	0
befriend	0	0	0	0	0.455	0	0	0.594
forfeit	0.409	0	0	0	0	0.344	0	0
terrorist	0.818	0	0.820	0.972	0	0.750	0.672	0
stfu	0.750	0	0	0	0	0	0	0
horrific	0.773	0	0.789	0.969	0	0.844	0	0
officer	0	0	0	0	0	0	0	0.609
ditty	0	0	0	0	0.141	0	0	0
chant	0.111	0.383	0	0	0.203	0	0.234	0
mademyday	0	0	0	0	0.848	0	0	0
depraved	0.591	0.391	0.703	0.734	0	0.688	0	0
saint	0	0.438	0	0	0.328	0	0.312	0.648
rancid	0	0	0.859	0	0	0	0	0
aspiring	0	0.656	0	0	0.618	0	0	0.539
stalk	0	0	0	0.531	0	0	0	0
superb	0	0	0	0	0.864	0	0	0
offend	0.750	0	0.422	0	0	0	0	0
breakfast	0	0	0	0	0.242	0	0	0
cloudiness	0	0	0	0.062	0	0	0	0
excrement	0	0	0.883	0	0	0	0	0
forgetful	0.076	0	0	0	0	0	0	0
inclusion	0	0	0	0	0	0	0	0.555
therapist	0	0	0	0.312	0	0	0	0
battalion	0.471	0	0	0	0	0	0	0
dove	0	0.328	0	0	0.312	0	0	0.469
caretaker	0	0	0	0	0	0	0	0.625
adverse	0.609	0	0.430	0.352	0	0.281	0	0
indelible	0	0	0	0	0	0	0	0.500
gullible	0	0	0	0	0	0.250	0	0.281
obligor	0	0	0	0.375	0	0	0	0
horror	0.750	0	0.656	0.923	0	0.719	0.742	0
loudness	0.359	0	0	0	0	0	0	0
difficult	0	0	0	0.359	0	0	0	0
uncover	0	0	0	0	0	0	0.562	0
compassion	0	0	0	0.078	0	0	0	0.759
ferment	0	0.438	0	0	0	0	0	0
pimple	0	0	0.641	0	0	0	0	0
martyrdom	0	0	0	0.562	0	0.594	0	0
gorge	0	0	0.492	0	0	0	0	0
blockade	0.409	0	0	0.582	0	0.234	0	0
judge	0	0	0	0	0	0	0	0.578
upset	0.439	0	0	0	0	0.562	0	0
deranged	0.706	0	0.742	0.703	0	0	0	0
hemorrhage	0	0	0.805	0.807	0	0.750	0	0
bargaining	0.167	0	0	0	0	0	0	0
protecting	0	0	0	0	0	0	0	0.734
sudden	0	0	0	0	0	0	0.727	0
unknown	0	0.469	0	0.369	0	0	0	0
positive	0	0	0	0	0.761	0	0	0
wigan	0	0	0	0	0	0	0	0.297
newme	0	0	0	0	0.515	0	0	0
purpose	0	0	0	0	0.348	0	0	0
balance	0	0	0	0	0.275	0	0	0
denunciation	0.713	0	0.422	0.456	0	0	0	0
justifiable	0	0	0	0	0	0	0	0.688
stare	0	0	0	0	0	0	0.273	0
unfamiliar	0	0	0	0.250	0	0	0	0
cohesive	0	0	0	0	0	0	0	0.672
accidentally	0	0	0	0	0	0	0.672	0
notary	0	0	0	0	0	0	0	0.609
proviso	0	0	0	0	0	0	0	0.344
mosque	0.122	0	0	0	0	0	0	0
preposterous	0.547	0	0	0	0	0	0	0
lines	0	0	0	0.031	0	0	0	0
cuddle	0	0	0	0	0.636	0	0	0.570
create	0	0	0	0	0.288	0	0	0
mutilated	0	0	0.789	0	0	0	0	0
happen	0	0.484	0	0	0	0	0	0
hope	0	0.773	0	0	0.586	0	0.367	0.680
payday	0	0	0	0	0.515	0	0	0
strange	0	0	0	0	0	0	0.477	0
affront	0.403	0	0.422	0.266	0	0.359	0.531	0
service	0	0	0	0	0.172	0	0	0
inoculation	0	0.384	0	0	0	0	0	0.539
courageous	0	0	0	0.154	0	0	0	0.633
guidance	0	0	0	0	0	0	0	0.688
measured	0	0	0	0	0.152	0	0	0.570
stall	0	0	0.133	0	0	0	0	0
pall	0	0	0.430	0	0	0	0	0
cathedral	0	0	0	0	0.266	0	0	0.455
dreamt	0	0	0	0.111	0	0	0	0
punctual	0	0.414	0	0	0	0	0	0.570
defended	0	0	0	0	0	0	0	0.656
cookies	0	0	0	0	0.344	0	0	0
helplessness	0	0	0	0.516	0	0.828	0	0
newbeginnings	0	0	0	0	0.693	0	0	0
slime	0	0	0.781	0	0	0	0	0
nicotine	0	0	0.422	0	0	0	0	0
truthfulness	0	0	0	0	0	0	0	0.906
memories	0	0	0	0	0	0.172	0	0
bureaucrat	0	0	0.266	0	0	0	0	0
obit	0	0	0	0	0	0.703	0.352	0
rejected	0	0	0	0	0	0.712	0	0
rarity	0	0	0	0	0	0	0.547	0
measure	0	0	0	0	0	0	0	0.516
distasteful	0	0	0.508	0	0	0	0	0
gahhh	0.439	0	0	0	0	0	0	0
sarcoma	0	0	0	0.625	0	0.797	0	0
wilderness	0	0.508	0	0.422	0.121	0.255	0	0
annoy	0.520	0	0.336	0	0	0	0	0
battered	0	0	0	0.667	0	0.734	0	0
checklist	0	0	0	0	0	0	0	0.586
mortification	0	0.398	0.711	0.719	0	0.802	0	0
depressed	0.297	0	0	0.469	0	0.859	0	0
theory	0	0.359	0	0	0	0	0	0.328
overflowing	0	0	0	0	0.588	0	0	0
allied	0	0	0	0	0	0	0	0.695
ineptitude	0	0	0.359	0.417	0	0.391	0	0
unsatisfactory	0	0	0.328	0	0	0	0	0
concord	0	0	0	0	0	0	0	0.484
clean	0	0	0	0	0.260	0	0	0.484
glide	0	0.477	0	0	0.162	0	0	0
butler	0	0	0	0	0	0	0	0.438
incredible	0	0	0	0	0	0	0.688	0
walking	0	0	0	0	0.188	0	0	0
auditor	0	0	0	0.297	0	0	0	0.555
melee	0	0	0	0.734	0	0	0	0
attendant	0	0	0	0	0	0	0	0.461
malevolent	0.721	0	0.547	0.703	0	0.672	0	0
storm	0.507	0	0	0	0	0	0	0
slender	0	0	0	0.100	0	0	0	0
dissonance	0.530	0	0	0	0	0	0	0
fit	0	0	0	0	0.250	0	0	0
subito	0	0	0	0	0	0	0.461	0
blatant	0.420	0	0.367	0	0	0	0	0
heaven	0	0	0	0	0.721	0	0	0
masochism	0.556	0	0.664	0.594	0	0	0	0
purge	0	0	0	0.562	0	0	0	0
recovery	0	0	0	0	0.312	0	0	0.539
conquest	0.367	0	0	0.359	0	0	0	0
felicity	0	0	0	0	0.636	0	0	0
heartbreaking	0	0	0	0	0	0.969	0	0
pure	0	0	0	0	0.364	0	0	0
reseller	0	0	0	0	0	0	0	0.312
sentinel	0	0	0	0	0	0	0	0.516
expert	0	0	0	0	0	0	0	0.664
coup	0.578	0	0	0	0	0	0.609	0
charitable	0	0.430	0	0	0.500	0	0	0.711
tribunal	0	0.430	0.273	0.438	0	0	0	0.516
rue	0	0	0	0	0	0.391	0	0
satisfying	0	0	0	0	0.703	0	0	0
incest	0.485	0	0.914	0.571	0	0.750	0	0
complimentary	0	0	0	0	0	0	0	0.594
batter	0.636	0	0	0.453	0	0	0	0
reconstruct	0	0.438	0	0	0	0	0	0
eulogize	0	0	0	0	0	0	0	0.422
sucks	0	0	0	0	0	0.375	0	0
paths	0	0	0	0	0	0	0	0.398
confederate	0	0	0	0	0	0	0	0.375
threatening	0.882	0	0.555	0.875	0	0	0	0
stayaway	0.485	0	0	0	0	0	0	0
complicate	0.250	0	0	0	0	0	0	0
special	0	0	0	0	0.574	0	0	0
eeeek	0	0	0	0.500	0	0	0	0
bombard	0.641	0	0	0.740	0	0	0	0
allegiance	0	0	0	0	0	0	0	0.711
rogue	0	0	0.297	0	0	0	0	0
barrow	0	0	0.258	0	0	0	0	0
crippled	0	0	0	0	0	0.836	0	0
trickery	0.324	0	0.430	0.312	0	0.391	0.617	0
reassurance	0	0	0	0	0	0	0	0.734
fluctuation	0.265	0	0	0.204	0	0	0	0
helpless	0	0	0	0.531	0	0.594	0	0
patient	0	0.328	0	0	0.186	0	0	0
obstructive	0.542	0	0	0	0	0	0	0
verge	0	0.617	0	0.234	0	0	0	0
heretic	0	0	0.664	0	0	0	0	0
respected	0	0	0	0	0	0	0	0.766
conglomerate	0	0	0	0	0	0	0	0.414
encouragement	0	0	0	0	0.545	0	0	0
mindfulness	0	0	0	0	0.455	0	0	0
prosecution	0	0	0.406	0	0	0	0	0
criticise	0	0	0	0	0	0.453	0	0
monochrome	0	0	0.195	0	0	0	0	0
proctor	0	0	0	0	0	0	0	0.539
fungus	0	0	0.625	0	0	0	0	0
conscience	0	0	0	0	0	0	0	0.633
exaltation	0	0	0	0	0.682	0	0	0.445
attentive	0	0	0	0	0	0	0	0.617
harvest	0	0.578	0	0	0.297	0	0	0
godless	0.453	0	0	0	0	0	0	0
coalesce	0	0	0	0	0	0	0	0.555
commanding	0	0	0	0	0	0	0	0.547
forgotten	0	0	0	0.266	0	0.530	0	0
yell	0.661	0	0	0.438	0	0	0.695	0
getoverit	0.426	0	0	0	0	0	0	0
spirit	0	0	0	0	0.515	0	0	0
tyrannical	0.828	0	0.562	0.734	0	0	0	0
servant	0	0	0	0	0	0	0	0.344
employ	0	0	0	0	0	0	0	0.445
hesitation	0	0	0	0.344	0	0	0	0
queasiness	0	0	0.594	0	0	0	0	0
calf	0	0	0	0	0.040	0	0	0.289
riot	0.788	0	0	0.766	0	0	0	0
stolen	0.546	0	0	0	0	0	0	0
imprisoned	0.484	0	0.539	0.811	0	0.688	0	0
beaches	0	0	0	0	0.375	0	0	0
untoward	0.394	0	0.352	0	0	0	0	0
saddens	0	0	0	0	0	0.812	0	0
beach	0	0	0	0	0.500	0	0	0
malign	0.562	0	0.492	0	0	0	0	0
disruption	0.469	0	0	0.453	0	0	0.648	0
laudatory	0	0	0	0	0	0	0	0.492
lake	0	0	0	0	0.103	0	0	0
regretted	0	0	0	0	0	0.652	0	0
arrival	0	0.695	0	0	0	0	0	0
catastrophe	0.735	0	0.594	0.953	0	0.911	0.836	0
gray	0	0	0.133	0	0	0.269	0	0
compact	0	0	0	0	0	0	0	0.430
prolong	0	0	0.234	0	0	0	0	0
slimy	0	0	0.703	0	0	0	0	0
offering	0	0	0	0	0	0	0	0.414
governess	0	0	0	0	0	0	0	0.438
recidivism	0.469	0	0.406	0	0	0.469	0	0
dancing	0	0	0	0	0.797	0	0	0
freakingout	0	0	0	0.781	0	0	0	0
radioactive	0	0	0	0.656	0	0	0	0
fedup	0.734	0	0	0	0	0	0	0
kiddo	0	0	0	0	0.470	0	0	0
goodnews	0	0	0	0	0.703	0	0	0
definitive	0	0	0	0	0	0	0	0.609
approbate	0	0	0	0	0	0	0	0.484
veracity	0	0.445	0	0	0.500	0	0.414	0.477
exaggerate	0.263	0	0	0	0	0	0	0
vitality	0	0	0	0	0.531	0	0	0.562
brazen	0.500	0	0	0	0	0	0	0
creativity	0	0	0	0	0.484	0	0	0
defiance	0.552	0	0.430	0.500	0	0	0	0
idiot	0	0	0.492	0	0	0	0	0
defective	0	0	0.375	0	0	0	0	0
obituary	0	0	0	0	0	0.672	0	0
enable	0	0	0	0	0	0	0	0.508
ooze	0	0	0.688	0	0	0	0	0
trustworthy	0	0	0	0	0	0	0	0.867
physicist	0	0	0	0	0	0	0	0.555
mug	0.467	0	0	0.359	0	0.141	0	0
unquestionable	0	0	0	0	0	0	0	0.602
unwavering	0	0	0	0	0	0	0	0.672
animated	0	0	0	0	0.515	0	0	0
arid	0	0	0	0	0	0.203	0	0
reinforcements	0	0	0	0	0	0	0	0.539
heft	0	0.320	0	0.219	0	0	0	0
sanctify	0	0.391	0	0	0.359	0.108	0.336	0.672
interior	0	0	0.086	0	0	0	0	0.320
slander	0.562	0	0.609	0	0	0	0	0
woefully	0	0	0.398	0	0	0.672	0	0
paddle	0	0.320	0	0	0	0	0	0
radar	0	0	0	0	0	0	0	0.406
divorce	0.516	0	0.383	0.484	0	0.623	0.398	0.133
tribe	0	0	0	0	0	0	0	0.586
fulsome	0	0	0.383	0	0	0	0	0
smelling	0	0	0.508	0	0	0	0	0
oppressor	0.609	0	0	0.609	0	0.703	0	0
matrimony	0	0.609	0	0	0.531	0	0	0.648
cultivate	0	0.508	0	0	0	0	0	0.555
listenting	0	0	0	0	0.359	0	0	0
whore	0	0	0.766	0	0	0	0	0
stupendous	0	0	0	0	0	0	0.594	0
downright	0	0	0	0	0	0	0	0.391
pain	0	0	0	0.594	0	0.719	0	0
lieutenant	0	0	0	0	0	0	0	0.508
rely	0	0	0	0	0	0	0	0.648
freaked	0	0	0	0.703	0	0	0	0
case	0	0	0	0.094	0	0.228	0	0
tumor	0	0	0	0.766	0	0	0	0
react	0.288	0	0	0.250	0	0	0	0
wait	0	0.523	0	0	0	0	0	0
luncheon	0	0	0	0	0.172	0	0	0
tumultuous	0.844	0	0	0.578	0	0	0	0
discomfort	0	0	0	0	0	0.500	0	0
exalt	0	0.562	0	0	0.636	0	0	0.555
frustrating	0.515	0	0	0	0	0	0	0
beware	0	0.633	0	0.547	0	0	0	0
expectation	0	0.695	0	0	0	0	0	0
ruin	0	0	0	0.725	0	0.656	0	0
fuckedoff	0.742	0	0	0	0	0	0	0
trashy	0	0	0.648	0	0	0	0	0
rape	0.894	0	0.906	0.870	0	0.875	0	0
extinguish	0.394	0	0	0	0	0	0	0
exercise	0	0	0	0	0.258	0	0	0
inflict	0.633	0	0	0.562	0	0.531	0	0
perchance	0	0	0	0	0	0	0.445	0
stricken	0	0	0	0	0	0.641	0	0
soaked	0.226	0	0	0	0	0	0	0
blasphemous	0.712	0	0.531	0	0	0	0	0
infanticide	0.688	0.320	0.836	0.609	0	0	0	0
offended	0.652	0	0	0	0	0.500	0	0
omnipotence	0	0	0	0.406	0	0	0	0
banquet	0	0.406	0	0	0.303	0	0	0
celebrate	0	0	0	0	0.844	0	0	0
fixed	0	0	0	0	0	0	0	0.422
filth	0	0	0.859	0	0	0	0	0
devastation	0.765	0	0	0.906	0	0.917	0.703	0
whip	0.531	0	0	0	0	0	0	0
embrace	0	0.617	0	0	0.676	0	0.312	0.602
